County,City,Date,Total-Pop,Household,Group Quarters,Total-HU,Single Detached,Single Attached,Two to Four,Five Plus,Mobile Homes,Occupied,Vacancy Rate,Persons per Household
Alameda,County Total,1/1/11,"1,526,110","1,485,903","40,207","582,727","309,870","44,344","65,397","155,285","7,831","545,465",6.4%,2.72
Alameda,County Total,1/1/12,"1,545,917","1,506,513","39,404","584,049","310,491","44,620","65,456","155,647","7,835","547,185",6.3%,2.75
Alameda,County Total,1/1/13,"1,569,989","1,530,711","39,278","586,474","311,246","44,965","65,581","156,845","7,837","551,927",5.9%,2.77
Alameda,County Total,1/1/14,"1,590,729","1,551,046","39,683","588,948","312,248","45,256","65,633","157,973","7,838","554,743",5.8%,2.80
Alameda,County Total,1/1/15,"1,613,528","1,574,208","39,320","591,236","313,063","45,593","65,658","159,080","7,842","557,129",5.8%,2.83
Alameda,County Total,1/1/16,"1,632,599","1,593,521","39,078","593,664","314,135","45,854","65,714","160,106","7,855","560,828",5.5%,2.84
Alameda,County Total,1/1/17,"1,646,711","1,607,573","39,138","596,937","315,395","46,333","65,721","161,630","7,858","564,400",5.5%,2.85
Alameda,County Total,1/1/18,"1,655,306","1,616,216","39,090","601,967","316,797","46,955","65,929","164,428","7,858","569,598",5.4%,2.84
Alameda,County Total,1/1/19,"1,664,783","1,624,962","39,821","605,977","318,177","47,620","66,235","166,086","7,859","574,048",5.3%,2.83
Alameda,County Total,1/1/20,"1,670,834","1,631,236","39,598","611,752","319,353","48,130","66,731","169,679","7,859","579,058",5.3%,2.82
Alpine,County Total,4/1/10,"1,175","1,151",24,"1,760","1,040",12,45,631,32,497,71.8%,2.32
Alpine,County Total,1/1/11,"1,169","1,145",24,"1,757","1,037",12,45,631,32,495,71.8%,2.31
Alpine,County Total,1/1/12,"1,166","1,142",24,"1,763","1,042",12,45,631,33,491,72.1%,2.33
Alpine,County Total,1/1/13,"1,164","1,140",24,"1,771","1,044",18,45,631,33,471,73.4%,2.42
Alpine,County Total,1/1/14,"1,163","1,139",24,"1,774","1,047",18,45,631,33,467,73.7%,2.44
Alpine,County Total,1/1/15,"1,162","1,138",24,"1,774","1,047",18,45,631,33,465,73.8%,2.45
Alpine,County Total,1/1/16,"1,162","1,138",24,"1,778","1,050",18,45,631,34,453,74.5%,2.51
Alpine,County Total,1/1/17,"1,161","1,137",24,"1,780","1,052",18,45,631,34,449,74.8%,2.53
Alpine,County Total,1/1/18,"1,159","1,135",24,"1,778","1,050",18,45,631,34,438,75.4%,2.59
Alpine,County Total,1/1/19,"1,149","1,125",24,"1,783","1,055",18,45,631,34,433,75.7%,2.60
Alpine,County Total,1/1/20,"1,142","1,118",24,"1,788","1,060",18,45,631,34,434,75.7%,2.58
Amador,Amador,4/1/10,185,185,0,108,90,12,6,0,0,85,21.3%,2.18
Amador,Amador,1/1/11,182,182,0,108,90,12,6,0,0,85,21.3%,2.14
Amador,Amador,1/1/12,179,179,0,108,90,12,6,0,0,84,22.2%,2.13
Amador,Amador,1/1/13,171,171,0,108,90,12,6,0,0,80,25.9%,2.14
Amador,Amador,1/1/14,168,168,0,108,90,12,6,0,0,79,26.9%,2.13
Amador,Amador,1/1/15,170,170,0,109,91,12,6,0,0,79,27.5%,2.15
Amador,Amador,1/1/16,167,167,0,110,92,12,6,0,0,77,30.0%,2.17
Amador,Amador,1/1/17,166,166,0,110,92,12,6,0,0,76,30.9%,2.18
Amador,Amador,1/1/18,167,167,0,110,92,12,6,0,0,76,30.9%,2.20
Amador,Amador,1/1/19,168,168,0,110,92,12,6,0,0,76,30.9%,2.21
Amador,Amador,1/1/20,166,166,0,110,92,12,6,0,0,76,30.9%,2.18
Amador,Ione,4/1/10,"7,918","3,746","4,172","1,635","1,447",31,0,104,53,"1,466",10.3%,2.56
Amador,Ione,1/1/11,"7,454","3,692","3,762","1,638","1,450",31,0,104,53,"1,468",10.4%,2.51
Amador,Ione,1/1/12,"7,216","3,772","3,444","1,686","1,498",31,0,104,53,"1,509",10.5%,2.50
Amador,Ione,1/1/13,"6,758","3,881","2,877","1,744","1,556",31,0,104,53,"1,554",10.9%,2.50
Amador,Ione,1/1/14,"6,727","3,856","2,871","1,745","1,557",31,0,104,53,"1,553",11.0%,2.48
Amador,Ione,1/1/15,"6,720","3,870","2,850","1,747","1,559",31,0,104,53,"1,554",11.0%,2.49
Amador,Ione,1/1/16,"6,699","3,871","2,828","1,750","1,562",31,0,104,53,"1,553",11.3%,2.49
Amador,Ione,1/1/17,"7,460","3,903","3,557","1,759","1,571",31,0,104,53,"1,560",11.3%,2.50
Amador,Ione,1/1/18,"7,946","3,910","4,036","1,759","1,571",31,0,104,53,"1,557",11.5%,2.51
Amador,Ione,1/1/19,"7,905","3,930","3,975","1,759","1,571",31,0,104,53,"1,555",11.6%,2.53
Amador,Ione,1/1/20,"8,008","4,007","4,001","1,816","1,628",31,0,104,53,"1,601",11.8%,2.50
Amador,Jackson,4/1/10,"4,651","4,423",228,"2,309","1,427",134,288,252,208,"2,065",10.6%,2.14
Amador,Jackson,1/1/11,"4,570","4,358",212,"2,310","1,428",134,288,252,208,"2,068",10.5%,2.11
Amador,Jackson,1/1/12,"4,577","4,350",227,"2,312","1,430",134,288,252,208,"2,077",10.2%,2.09
Amador,Jackson,1/1/13,"4,642","4,410",232,"2,312","1,430",134,288,252,208,"2,107",8.9%,2.09
Amador,Jackson,1/1/14,"4,637","4,408",229,"2,317","1,435",134,288,252,208,"2,118",8.6%,2.08
Amador,Jackson,1/1/15,"4,674","4,433",241,"2,321","1,439",134,288,252,208,"2,124",8.5%,2.09
Amador,Jackson,1/1/16,"4,658","4,438",220,"2,321","1,439",134,288,252,208,"2,124",8.5%,2.09
Amador,Jackson,1/1/17,"4,683","4,470",213,"2,322","1,440",134,288,252,208,"2,131",8.2%,2.10
Amador,Jackson,1/1/18,"4,762","4,544",218,"2,336","1,454",134,288,252,208,"2,158",7.6%,2.11
Amador,Jackson,1/1/19,"4,844","4,618",226,"2,351","1,469",134,288,252,208,"2,180",7.3%,2.12
Amador,Jackson,1/1/20,"4,860","4,629",231,"2,363","1,481",134,288,252,208,"2,197",7.0%,2.11
Amador,Plymouth,4/1/10,"1,005",996,9,493,275,30,23,25,140,403,18.3%,2.47
Amador,Plymouth,1/1/11,987,978,9,492,275,30,23,25,139,402,18.3%,2.43
Amador,Plymouth,1/1/12,981,972,9,492,275,30,23,25,139,402,18.3%,2.42
Amador,Plymouth,1/1/13,980,971,9,492,275,30,23,25,139,402,18.3%,2.42
Amador,Plymouth,1/1/14,974,965,9,492,275,30,23,25,139,402,18.3%,2.40
Amador,Plymouth,1/1/15,963,954,9,485,275,30,16,25,139,396,18.4%,2.41
Amador,Plymouth,1/1/16,964,955,9,485,275,30,16,25,139,396,18.4%,2.41
Amador,Plymouth,1/1/17,968,959,9,485,275,30,16,25,139,396,18.4%,2.42
Amador,Plymouth,1/1/18,988,979,9,493,283,30,16,25,139,403,18.3%,2.43
Amador,Plymouth,1/1/19,"1,006",997,9,499,289,30,16,25,139,408,18.2%,2.44
Amador,Plymouth,1/1/20,998,989,9,500,290,30,16,25,139,409,18.2%,2.42
Amador,Sutter Creek,4/1/10,"2,501","2,500",1,"1,367",796,81,136,243,111,"1,168",14.6%,2.14
Amador,Sutter Creek,1/1/11,"2,470","2,469",1,"1,373",802,81,136,243,111,"1,172",14.6%,2.11
Amador,Sutter Creek,1/1/12,"2,445","2,444",1,"1,372",802,81,136,243,110,"1,168",14.9%,2.09
Amador,Sutter Creek,1/1/13,"2,445","2,444",1,"1,373",802,82,136,243,110,"1,169",14.9%,2.09
Amador,Sutter Creek,1/1/14,"2,425","2,424",1,"1,373",802,82,136,243,110,"1,166",15.1%,2.08
Amador,Sutter Creek,1/1/15,"2,432","2,431",1,"1,374",803,82,136,243,110,"1,166",15.1%,2.08
Amador,Sutter Creek,1/1/16,"2,435","2,434",1,"1,374",803,82,136,243,110,"1,166",15.1%,2.09
Amador,Sutter Creek,1/1/17,"2,456","2,455",1,"1,384",802,93,136,243,110,"1,172",15.3%,2.09
Amador,Sutter Creek,1/1/18,"2,472","2,471",1,"1,395",801,93,136,254,111,"1,175",15.8%,2.10
Amador,Sutter Creek,1/1/19,"2,492","2,491",1,"1,402",803,94,140,254,111,"1,178",16.0%,2.11
Amador,Sutter Creek,1/1/20,"2,470","2,469",1,"1,403",803,94,140,254,112,"1,179",16.0%,2.09
Amador,Incorporated,4/1/10,"16,260","11,850","4,410","5,912","4,035",288,453,624,512,"5,187",12.3%,2.28
Amador,Incorporated,1/1/11,"15,663","11,679","3,984","5,921","4,045",288,453,624,511,"5,195",12.3%,2.25
Amador,Incorporated,1/1/12,"15,398","11,717","3,681","5,970","4,095",288,453,624,510,"5,240",12.2%,2.24
Amador,Incorporated,1/1/13,"14,996","11,877","3,119","6,029","4,153",289,453,624,510,"5,312",11.9%,2.24
Amador,Incorporated,1/1/14,"14,931","11,821","3,110","6,035","4,159",289,453,624,510,"5,318",11.9%,2.22
Amador,Incorporated,1/1/15,"14,959","11,858","3,101","6,036","4,167",289,446,624,510,"5,319",11.9%,2.23
Amador,Incorporated,1/1/16,"14,923","11,865","3,058","6,040","4,171",289,446,624,510,"5,316",12.0%,2.23
Amador,Incorporated,1/1/17,"15,733","11,953","3,780","6,060","4,180",300,446,624,510,"5,335",12.0%,2.24
Amador,Incorporated,1/1/18,"16,335","12,071","4,264","6,093","4,201",300,446,635,511,"5,369",11.9%,2.25
Amador,Incorporated,1/1/19,"16,415","12,204","4,211","6,121","4,224",301,450,635,511,"5,397",11.8%,2.26
Amador,Incorporated,1/1/20,"16,502","12,260","4,242","6,192","4,294",301,450,635,512,"5,462",11.8%,2.24
Amador,Balance of County,4/1/10,"21,831","21,690",141,"12,120","10,720",270,159,66,905,"9,382",22.6%,2.31
Amador,Balance of County,1/1/11,"21,510","21,361",149,"12,133","10,730",270,159,66,908,"9,390",22.6%,2.27
Amador,Balance of County,1/1/12,"21,379","21,221",158,"12,141","10,738",270,159,66,908,"9,387",22.7%,2.26
Amador,Balance of County,1/1/13,"21,271","21,129",142,"12,145","10,742",270,159,66,908,"9,355",23.0%,2.26
Amador,Balance of County,1/1/14,"21,098","20,963",135,"12,132","10,728",270,159,66,909,"9,337",23.0%,2.25
Amador,Balance of County,1/1/15,"21,155","21,011",144,"12,127","10,723",270,159,66,909,"9,331",23.1%,2.25
Amador,Balance of County,1/1/16,"21,132","20,991",141,"12,130","10,726",270,159,66,909,"9,312",23.2%,2.25
Amador,Balance of County,1/1/17,"21,195","21,050",145,"12,129","10,725",270,159,66,909,"9,304",23.3%,2.26
Amador,Balance of County,1/1/18,"21,228","21,092",136,"12,128","10,724",270,159,66,909,"9,287",23.4%,2.27
Amador,Balance of County,1/1/19,"21,405","21,254",151,"12,157","10,750",270,159,66,912,"9,300",23.5%,2.29
Amador,Balance of County,1/1/20,"21,174","21,024",150,"12,154","10,746",270,159,66,913,"9,298",23.5%,2.26
Amador,County Total,4/1/10,"38,091","33,540","4,551","18,032","14,755",558,612,690,"1,417","14,569",19.2%,2.30
Amador,County Total,1/1/11,"37,173","33,040","4,133","18,054","14,775",558,612,690,"1,419","14,585",19.2%,2.27
Amador,County Total,1/1/12,"36,777","32,938","3,839","18,111","14,833",558,612,690,"1,418","14,627",19.2%,2.25
Amador,County Total,1/1/13,"36,267","33,006","3,261","18,174","14,895",559,612,690,"1,418","14,667",19.3%,2.25
Amador,County Total,1/1/14,"36,029","32,784","3,245","18,167","14,887",559,612,690,"1,419","14,655",19.3%,2.24
Amador,County Total,1/1/15,"36,114","32,869","3,245","18,163","14,890",559,605,690,"1,419","14,650",19.3%,2.24
Amador,County Total,1/1/16,"36,055","32,856","3,199","18,170","14,897",559,605,690,"1,419","14,628",19.5%,2.25
Amador,County Total,1/1/17,"36,928","33,003","3,925","18,189","14,905",570,605,690,"1,419","14,639",19.5%,2.25
Amador,County Total,1/1/18,"37,563","33,163","4,400","18,221","14,925",570,605,701,"1,420","14,656",19.6%,2.26
Amador,County Total,1/1/19,"37,820","33,458","4,362","18,278","14,974",571,609,701,"1,423","14,697",19.6%,2.28
Amador,County Total,1/1/20,"37,676","33,284","4,392","18,346","15,040",571,609,701,"1,425","14,760",19.5%,2.26
Butte,Biggs,4/1/10,"1,707","1,707",0,617,559,35,0,4,19,565,8.4%,3.02
Butte,Biggs,1/1/11,"1,710","1,710",0,617,560,35,0,4,18,566,8.3%,3.02
Butte,Biggs,1/1/12,"1,709","1,709",0,615,559,35,0,4,17,567,7.8%,3.01
Butte,Biggs,1/1/13,"1,745","1,745",0,615,559,35,0,4,17,579,5.9%,3.01
Butte,Biggs,1/1/14,"1,744","1,744",0,613,557,35,0,4,17,580,5.4%,3.01
Butte,Biggs,1/1/15,"1,803","1,803",0,633,577,35,0,4,17,600,5.2%,3.01
Butte,Biggs,1/1/16,"1,955","1,955",0,690,634,35,0,4,17,654,5.2%,2.99
Butte,Biggs,1/1/17,"1,966","1,966",0,691,635,35,0,4,17,658,4.8%,2.99
Butte,Biggs,1/1/18,"1,985","1,985",0,692,636,35,0,4,17,665,3.9%,2.98
Butte,Biggs,1/1/19,"2,053","2,053",0,695,639,35,0,4,17,671,3.5%,3.06
Butte,Biggs,1/1/20,"1,852","1,852",0,696,640,35,0,4,17,672,3.4%,2.76
Butte,Chico,4/1/10,"86,187","83,009","3,178","37,050","19,822","1,648","5,886","7,739","1,955","34,805",6.1%,2.38
Butte,Chico,1/1/11,"86,627","83,519","3,108","37,261","19,889","1,648","5,886","7,883","1,955","35,008",6.0%,2.39
Butte,Chico,1/1/12,"87,524","84,026","3,498","37,605","19,971","1,648","5,958","8,073","1,955","35,330",6.0%,2.38
Butte,Chico,1/1/13,"88,138","84,572","3,566","37,772","20,094","1,648","5,960","8,117","1,953","35,574",5.8%,2.38
Butte,Chico,1/1/14,"88,800","85,244","3,556","38,146","20,305","1,648","5,960","8,280","1,953","35,946",5.8%,2.37
Butte,Chico,1/1/15,"89,640","85,961","3,679","38,477","20,535","1,648","5,996","8,345","1,953","36,264",5.8%,2.37
Butte,Chico,1/1/16,"90,186","86,519","3,667","38,848","20,728","1,648","6,007","8,511","1,954","36,667",5.6%,2.36
Butte,Chico,1/1/17,"91,368","87,672","3,696","39,341","20,989","1,648","6,025","8,670","2,009","37,150",5.6%,2.36
Butte,Chico,1/1/18,"92,286","88,561","3,725","39,810","21,249","1,648","6,054","8,851","2,008","37,592",5.6%,2.36
Butte,Chico,1/1/19,"109,688","106,058","3,630","40,378","21,534","1,648","6,062","9,126","2,008","38,358",5.0%,2.76
Butte,Chico,1/1/20,"110,326","106,605","3,721","41,738","22,365","1,648","6,345","9,302","2,078","39,650",5.0%,2.69
Butte,Gridley,4/1/10,"6,584","6,472",112,"2,406","1,982",133,171,42,78,"2,183",9.3%,2.96
Butte,Gridley,1/1/11,"6,587","6,475",112,"2,406","1,982",133,171,42,78,"2,183",9.3%,2.97
Butte,Gridley,1/1/12,"6,583","6,471",112,"2,410","1,986",133,171,42,78,"2,188",9.2%,2.96
Butte,Gridley,1/1/13,"6,772","6,660",112,"2,473","1,992",133,171,99,78,"2,253",8.9%,2.96
Butte,Gridley,1/1/14,"6,784","6,672",112,"2,482","2,001",133,171,99,78,"2,263",8.8%,2.95
Butte,Gridley,1/1/15,"6,791","6,679",112,"2,485","2,004",133,171,99,78,"2,266",8.8%,2.95
Butte,Gridley,1/1/16,"6,784","6,672",112,"2,489","2,008",133,171,99,78,"2,274",8.6%,2.93
Butte,Gridley,1/1/17,"6,822","6,710",112,"2,501","2,020",133,171,99,78,"2,286",8.6%,2.94
Butte,Gridley,1/1/18,"6,863","6,751",112,"2,517","2,036",133,171,99,78,"2,304",8.5%,2.93
Butte,Gridley,1/1/19,"7,058","6,946",112,"2,526","2,043",135,171,99,78,"2,314",8.4%,3.00
Butte,Gridley,1/1/20,"6,402","6,290",112,"2,540","2,057",135,171,99,78,"2,327",8.4%,2.70
Butte,Oroville,4/1/10,"15,546","14,662",884,"6,194","3,625",221,782,"1,187",379,"5,646",8.8%,2.60
Butte,Oroville,1/1/11,"15,509","14,660",849,"6,196","3,627",221,782,"1,187",379,"5,644",8.9%,2.60
Butte,Oroville,1/1/12,"15,554","14,629",925,"6,202","3,632",221,782,"1,187",380,"5,649",8.9%,2.59
Butte,Oroville,1/1/13,"16,011","15,101",910,"6,405","3,786",221,790,"1,227",381,"5,834",8.9%,2.59
Butte,Oroville,1/1/14,"15,994","15,070",924,"6,408","3,790",221,790,"1,227",380,"5,837",8.9%,2.58
Butte,Oroville,1/1/15,"16,115","15,195",920,"6,470","3,801",221,790,"1,278",380,"5,888",9.0%,2.58
Butte,Oroville,1/1/16,"17,876","16,966",910,"7,314","3,871",801,845,"1,298",499,"6,605",9.7%,2.57
Butte,Oroville,1/1/17,"17,892","16,979",913,"7,319","3,876",801,845,"1,298",499,"6,609",9.7%,2.57
Butte,Oroville,1/1/18,"17,896","16,983",913,"7,333","3,889",802,845,"1,298",499,"6,622",9.7%,2.56
Butte,Oroville,1/1/19,"21,311","20,443",868,"7,337","3,893",802,845,"1,298",499,"6,970",5.0%,2.93
Butte,Oroville,1/1/20,"19,440","18,547",893,"7,391","3,945",802,845,"1,298",501,"7,021",5.0%,2.64
Butte,Paradise,4/1/10,"26,218","25,810",408,"12,981","9,002",339,"1,114",386,"2,140","11,893",8.4%,2.17
Butte,Paradise,1/1/11,"26,249","25,841",408,"12,980","9,000",341,"1,114",386,"2,139","11,903",8.3%,2.17
Butte,Paradise,1/1/12,"26,177","25,769",408,"12,984","9,002",341,"1,114",386,"2,141","11,907",8.3%,2.16
Butte,Paradise,1/1/13,"26,164","25,756",408,"12,983","9,005",341,"1,114",386,"2,137","11,906",8.3%,2.16
Butte,Paradise,1/1/14,"26,179","25,771",408,"13,023","9,013",353,"1,118",406,"2,133","11,943",8.3%,2.16
Butte,Paradise,1/1/15,"26,201","25,793",408,"13,025","9,016",353,"1,118",406,"2,132","11,959",8.2%,2.16
Butte,Paradise,1/1/16,"26,107","25,699",408,"13,037","9,025",353,"1,122",406,"2,131","11,970",8.2%,2.15
Butte,Paradise,1/1/17,"26,247","25,839",408,"13,064","9,034",353,"1,134",406,"2,137","12,034",7.9%,2.15
Butte,Paradise,1/1/18,"26,256","25,848",408,"13,091","9,049",354,"1,142",406,"2,140","12,059",7.9%,2.14
Butte,Paradise,1/1/19,"4,485","4,485",0,"1,720","1,178",26,378,138,0,"1,634",5.0%,2.74
Butte,Paradise,1/1/20,"4,631","4,631",0,"1,766","1,205",26,382,138,15,"1,678",5.0%,2.76
Butte,Incorporated,4/1/10,"136,242","131,660","4,582","59,248","34,990","2,376","7,953","9,358","4,571","55,092",7.0%,2.39
Butte,Incorporated,1/1/11,"136,682","132,205","4,477","59,460","35,058","2,378","7,953","9,502","4,569","55,304",7.0%,2.39
Butte,Incorporated,1/1/12,"137,547","132,604","4,943","59,816","35,150","2,378","8,025","9,692","4,571","55,641",7.0%,2.38
Butte,Incorporated,1/1/13,"138,830","133,834","4,996","60,248","35,436","2,378","8,035","9,833","4,566","56,146",6.8%,2.38
Butte,Incorporated,1/1/14,"139,501","134,501","5,000","60,672","35,666","2,390","8,039","10,016","4,561","56,569",6.8%,2.38
Butte,Incorporated,1/1/15,"140,550","135,431","5,119","61,090","35,933","2,390","8,075","10,132","4,560","56,977",6.7%,2.38
Butte,Incorporated,1/1/16,"142,908","137,811","5,097","62,378","36,266","2,970","8,145","10,318","4,679","58,170",6.7%,2.37
Butte,Incorporated,1/1/17,"144,295","139,166","5,129","62,916","36,554","2,970","8,175","10,477","4,740","58,737",6.6%,2.37
Butte,Incorporated,1/1/18,"145,286","140,128","5,158","63,443","36,859","2,972","8,212","10,658","4,742","59,242",6.6%,2.37
Butte,Incorporated,1/1/19,"144,595","139,985","4,610","52,656","29,287","2,646","7,456","10,665","2,602","49,947",5.1%,2.80
Butte,Incorporated,1/1/20,"142,651","137,925","4,726","54,131","30,212","2,646","7,743","10,841","2,689","51,348",5.1%,2.69
Butte,Balance of County,4/1/10,"83,758","83,398",360,"36,587","25,065",689,880,444,"9,509","32,526",11.1%,2.56
Butte,Balance of County,1/1/11,"83,938","83,578",360,"36,656","25,098",689,880,444,"9,545","32,586",11.1%,2.56
Butte,Balance of County,1/1/12,"83,793","83,433",360,"36,711","25,112",689,880,444,"9,586","32,631",11.1%,2.56
Butte,Balance of County,1/1/13,"83,544","83,184",360,"36,636","25,006",689,872,444,"9,625","32,547",11.2%,2.56
Butte,Balance of County,1/1/14,"83,487","83,127",360,"36,707","25,064",690,872,444,"9,637","32,606",11.2%,2.55
Butte,Balance of County,1/1/15,"83,390","83,030",360,"36,682","25,079",691,866,398,"9,648","32,583",11.2%,2.55
Butte,Balance of County,1/1/16,"81,188","80,828",360,"35,885","25,046",142,811,378,"9,508","31,865",11.2%,2.54
Butte,Balance of County,1/1/17,"81,348","80,988",360,"35,955","25,135",142,801,378,"9,499","31,924",11.2%,2.54
Butte,Balance of County,1/1/18,"81,088","80,728",360,"35,910","25,099",142,792,378,"9,499","31,876",11.2%,2.53
Butte,Balance of County,1/1/19,"76,926","76,566",360,"32,791","23,329",142,795,378,"8,147","29,513",10.0%,2.59
Butte,Balance of County,1/1/20,"67,640","67,280",360,"31,991","22,834",142,576,318,"8,121","28,793",10.0%,2.34
Butte,County Total,4/1/10,"220,000","215,058","4,942","95,835","60,055","3,065","8,833","9,802","14,080","87,618",8.6%,2.45
Butte,County Total,1/1/11,"220,620","215,783","4,837","96,116","60,156","3,067","8,833","9,946","14,114","87,890",8.6%,2.46
Butte,County Total,1/1/12,"221,340","216,037","5,303","96,527","60,262","3,067","8,905","10,136","14,157","88,272",8.6%,2.45
Butte,County Total,1/1/13,"222,374","217,018","5,356","96,884","60,442","3,067","8,907","10,277","14,191","88,693",8.5%,2.45
Butte,County Total,1/1/14,"222,988","217,628","5,360","97,379","60,730","3,080","8,911","10,460","14,198","89,175",8.4%,2.44
Butte,County Total,1/1/15,"223,940","218,461","5,479","97,772","61,012","3,081","8,941","10,530","14,208","89,560",8.4%,2.44
Butte,County Total,1/1/16,"224,096","218,639","5,457","98,263","61,312","3,112","8,956","10,696","14,187","90,035",8.4%,2.43
Butte,County Total,1/1/17,"225,643","220,154","5,489","98,871","61,689","3,112","8,976","10,855","14,239","90,661",8.3%,2.43
Butte,County Total,1/1/18,"226,374","220,856","5,518","99,353","61,958","3,114","9,004","11,036","14,241","91,118",8.3%,2.42
Butte,County Total,1/1/19,"221,521","216,551","4,970","85,447","52,616","2,788","8,251","11,043","10,749","79,460",7.0%,2.73
